0,004291667
0,004291667
0,004291667
0,004291667
0,004291667
0,000591667
0,000591667
0,000591667
0,000591667
0,000591667
0,0006
0,0006
0,0006
0,0006
0,0006
0,001775
0,001775
0,001775
0,001775
0,001775
0,0037
0,0037
0,0037
0,0037
0,0037
0,005508333
0,005508333
0,005508333
0,005508333
0,005508333
0,00685
0,00685
0,00685
0,00685
0,00685
0,008908333
0,008908333
0,008908333
0,008908333
0,008908333
0,0122
0,0122
0,0122
0,0122
0,0122
0,016916667
0,016916667
0,016916667
0,016916667
0,016916667
0,023341667
0,023341667
0,023341667
0,023341667
0,023341667
0,030741667
0,030741667
0,030741667
0,030741667
0,030741667
0,042708333
0,042708333
0,042708333
0,042708333
0,042708333
0,055866667
0,055866667
0,055866667
0,055866667
0,055866667
0,104275
0,104275
0,104275
0,104275
0,104275
0,104275
0,104275
0,104275
0,104275
0,104275
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
1
1
1
1
1
1
1
1
1
1
